,Project Title,University,Description,field,Tuition,Rate,City,Duration,State,County,LATITUDE,LONGITUDE,PostPhdSalary,PostPhdEmploy,World Rank,USA Rank,Glassdoor Star,Salary_high,Salary_low,Salary/Stipend,State Avg Salary/Stipend,Required Income,Food,Housing,Transportation,Medical,Enough Income
66,Animal and Dairy Science,University of Georgia,"A PhD in Animal and Dairy Science at University of Georgia can be focused on growth and developmental biology, quantitative genetics, bioinformatics, meats or muscle biology, and nutrition of animals (cattle, swine and laboratory animals).",agriculture-forestry,3414.0, year,Athens,3.0,Georgia,Clarke,33.9508,-83.3689,"75,000",82.7,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
67,"Animal, Food, and Nutrition Sciences",West Virginia University,"Students at West Virginia University entering this Animal, Food, and Nutrition Sciences program may select research and classes to emphasize areas of interest appropriate to the Division of Animal and Nutritional Sciences.",agriculture-forestry,24066.0, year,Morgantown,5.0,West Virginia,Monongalia,39.6383,-79.9464,"75,000",82.7,601,116,4.1,47000.0,29000.0,36843.0,36843.0,32381.0,3926.0,7522.0,5477.0,3375.0,Yes
68,Ocean Sciences - Marine Biogeochemistry Track,University of Miami,The mission of theOcean Sciences - Marine Biogeochemistry Track graduate program at the University of Miami is to provide our students with specialized knowledge in important ocean science sub-disciplines as well as a broad understanding of the ocean as a key component of the Earth System.,agriculture-forestry,56193.0, year,Miami,2.0,Florida,Miami-Dade,25.784,-80.2101,"75,000",82.7,1400,96,4.0,54000.0,35000.0,43211.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
69,Veterinary Medicine,Cornell University,"The Doctor of Veterinary Medicine (DVM) program at the Cornell University College of Veterinary Medicine provides a rich environment for learning, and provides students with the opportunity to learn in context. The Veterinary Medicine program is offered by Cornell University.",agriculture-forestry,54901.0, year,Ithaca,4.0,New York,Tompkins,42.4442,-76.5032,"75,000",82.7,19,4,4.4,52000.0,34000.0,41741.0,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
70,Applied Ocean Science and Engineering,Massachusetts Institute of Technology (Mit),"The Applied Ocean Science and Engineering program of the Massachusetts Institute of Technology (MIT) studies the life in the oceans—the distribution, abundance, and production of marine species along with the processes that govern species' spread and development.",agriculture-forestry,26569.0, year,Cambridge,4.0,Massachusetts,Middlesex,42.3759,-71.1185,"75,000",82.7,1400,1800,,,,,41392.0,44405.0,4559.0,17411.0,4470.0,3508.0,No
71,Animal and Food Sciences,University of Kentucky,Our Animal and Food Sciences program at University of Kentucky prepares animal and food science professionals for advanced positions in many private and public organizations.,agriculture-forestry,,,Lexington-Fayette,,,,,,"75,000",82.7,1400,81,4.1,48000.0,30000.0,38115.0,,,,,,,No
72,Plant Health,University of Nebraska-Lincoln,The Doctor of Plant Health (DPH) at the University of Nebraska-Lincoln is a professional degree focused on educating high-level plant practitioners who are critical to the sustainability and security of future plant production systems.,agriculture-forestry,4913.0, year,Lincoln,8.0,Nebraska,Lancaster,40.8099,-96.6784,"75,000",82.7,1400,51,,,,,43160.0,32722.0,4010.0,7599.0,5356.0,3479.0,No
73,Marine Geology and Geophysics,Massachusetts Institute of Technology (Mit),"The Marine Geology and Geophysics program of the Massachusetts Institute of Technology (MIT) studies the life in the oceans—the distribution, abundance, and production of marine species along with the processes that govern species' spread and development.",agriculture-forestry,24659.0, year,Cambridge,5.0,Massachusetts,Middlesex,42.3759,-71.1185,"75,000",82.7,1400,1800,,,,,41392.0,44405.0,4559.0,17411.0,4470.0,3508.0,No
74,Soil and Crop Sciences,Colorado State University,The mission of the Soil and Crop Sciences program from Colorado State University is to generate and communicate knowledge pertaining to agroecosystems and their sustainable management in the face of accelerating global change.,agriculture-forestry,29311.0, year,Fort Collins,3.0,Colorado,Larimer,40.5477,-105.0656,"75,000",82.7,1400,66,4.2,48000.0,31000.0,38591.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,No
75,Soil and Crop Sciences,Cornell University,"The Field of Soil and Crop Sciences occupies a modern and diversified agronomic research facility. An air-conditioned, eleven-story research tower and adjoining wings incorporate fully equipped laboratory, teaching, office, and supporting spaces. The Soil and Crop Sciences program is offered by Cornell University.",agriculture-forestry,19192.0, year,Ithaca,4.0,New York,Tompkins,42.4442,-76.5032,"75,000",82.7,19,4,4.4,52000.0,34000.0,41741.0,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
76,Agricultural and Extension Education,West Virginia University,The objective of this Agricultural and Extension Education program at West Virginia University is to provide doctoral students the opportunity to study and conduct research with faculty in areas of excellence in the Division of Resource Management.,agriculture-forestry,24066.0, year,Morgantown,5.0,West Virginia,Monongalia,39.6383,-79.9464,"75,000",82.7,601,116,4.1,47000.0,29000.0,36843.0,36843.0,32381.0,3926.0,7522.0,5477.0,3375.0,Yes
77,Animal Sciences,Louisiana State University,At Animal Sciences from Louisiana State University the departmental-level academic course plan for each student will be developed in consultation with and approved by the student’s graduate advisory committee.,agriculture-forestry,27172.0, year,Baton Rouge,,Louisiana,East Baton Rouge,30.442,-91.1311,"75,000",82.7,501,94,,,,,39661.0,32993.0,3926.0,8299.0,5477.0,3274.0,No
78,Applied Coastal and Ocean Sciences,University of North Carolina Wilmington,We offer a phd degree in Applied Coastal and Ocean Sciences at the University of North Carolina Wilmington.,agriculture-forestry,,,Wilmington,3.0,North Carolina,New Hanover,34.2099,-77.8866,"75,000",82.7,1400,293,,,,,39172.0,35012.0,3926.0,9997.0,5477.0,3049.0,No
79,Ocean Sciences - Air-Sea Interaction and Remote Sensing Track,University of Miami,"The Department of Ocean Sciences (OCE) seeks to advance knowledge and understanding of physical, chemical and biological processes in the oceans. We train graduate students and young scientists to be leaders in ocean-science-related fields. The Ocean Sciences - Air-Sea Interaction and Remote Sensing Track is offered at The University of Miami.",agriculture-forestry,60068.0, year,Miami,2.0,Florida,Miami-Dade,25.784,-80.2101,"75,000",82.7,1400,96,4.0,54000.0,35000.0,43211.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
80,Biological and Agricultural Engineering,University of Georgia,This PhD in Biological and Agricultural Engineering is offered by The University of Georgia.,agriculture-forestry,6145.0, year,Athens,4.0,Georgia,Clarke,33.9508,-83.3689,"75,000",82.7,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
81,Plant Pathology,University of Georgia,"The PHD degree in Plant Pathology at University of Georgia integrates research and coursework at the interface of the plant, microbial, and environmental sciences. This program emphasizes the development of scientists who can fill leadership positions in research, teaching, outreach, and administration.",agriculture-forestry,,,Athens,3.0,Georgia,Clarke,33.9508,-83.3689,"75,000",82.7,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
82,Agriculture,West Texas A&M University,Agriculture ia offered at West Texas A&M University.,agriculture-forestry,,,Canyon,,Texas,Randall,34.9911,-101.919,"75,000",82.7,1400,441,,,,,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,No
83,Animal Biosciences,The University of Vermont,"Outstanding Animal, Nutrition and Food Sciences students at The University of Vermont interested in various aspects of animal science can pursue both the master's and Ph.D. degrees within the department. Students pursuing the Ph.D. become members of the ANFS (Animal, Nutrition and Food Science) Ph.D. graduate program and conduct their research under the guidance of an ASCI mentor.",agriculture-forestry,39676.0, year,Burlington,3.0,North Carolina,Alamance,36.076,-79.4685,"75,000",82.7,1400,1800,,,,,39172.0,35012.0,3926.0,9997.0,5477.0,3049.0,No
84,Animal Molecular and Cellular Biology,University of Florida,The Animal Molecular and Cellular Biology (AMCB) graduate program at University of Florida offers Master of Science and Doctor of Philosophy degrees.,agriculture-forestry,27805.0, year,Gainesville,5.0,Florida,Alachua,29.6804,-82.3459,"75,000",82.7,1400,26,4.2,48000.0,30000.0,38382.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
85,Agricultural and Biological Engineering,University of Florida,"The degrees of Master of Science, Master of Engineering, and Doctor of Philosophy at University of Florida are offered with graduate programs in Agricultural and Biological Engineering through the College of Engineering.",agriculture-forestry,27805.0, year,Gainesville,3.0,Florida,Alachua,29.6804,-82.3459,"75,000",82.7,1400,26,4.2,48000.0,30000.0,38382.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
86,"Agricultural Leadership, Education and Communication",University of Georgia,"We offer a phd degree in Agricultural Leadership, Education and Communication at the University of Georgia. Work closely with nationally recognized, experienced faculty to break new ground in our understanding of human decision making and economic institutions.",agriculture-forestry,7169.0, year,Athens,3.0,Georgia,Clarke,33.9508,-83.3689,"75,000",82.7,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
87,Horticulture and Crop Science,The Ohio State University,Graduate students in horticulture and crop science have access to some of the highest quality faculty and research experiences in the world. The Horticulture and Crop Science programme is offered by The Ohio State University.,agriculture-forestry,39885.0, year,Columbus,5.0,Ohio,Franklin,39.9862,-82.9855,"75,000",82.7,1400,40,4.1,52000.0,30000.0,39678.0,41441.0,31890.0,4010.0,7593.0,5356.0,3262.0,Yes
88,Biological and Agricultural Engineering,Kansas State University,The Department of Biological and Agricultural Engineering (BAE) of Kansas State University (KSU) offers courses of study leading to the Doctor of Philosophy (Ph.D.) in Biological and Agricultural Engineering.,agriculture-forestry,19860.0, year,Manhattan,3.0,New York,New York,40.7834,-73.9662,"75,000",82.7,601,152,4.2,51000.0,33000.0,41229.0,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
89,Biosystems and Agricultural Engineering,University of Kentucky,"Biosystems engineers are trained in biological, environmental, and engineering sciences and challenged to improve the sustainability of production systems, decrease or eliminate environmental hazards, and preserve natural resources. We offer a Biosystems and Agricultural Engineering degree at the University of Kentucky.",agriculture-forestry,,,Lexington-Fayette,,,,,,"75,000",82.7,1400,81,4.1,48000.0,30000.0,38115.0,,,,,,,No
90,Marine Biology and Ecology,University of Miami,"The mission of the Marine Biology and Ecology (MBE) PhD program from University of Miami, is to train the next generation of scientists in the fundamental skills, knowledge, and practice of biology of the oceanic environment.",agriculture-forestry,60068.0, year,Miami,2.0,Florida,Miami-Dade,25.784,-80.2101,"75,000",82.7,1400,96,4.0,54000.0,35000.0,43211.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
91,Plant Biology,University of Georgia,Plant Biology department at University of Georgia offers a broad spectrum of educational and research opportunities in plant and fungal biology. We are committed to providing outstanding scientific research opportunities and the long-term career development of our students.,agriculture-forestry,,,Athens,3.0,Georgia,Clarke,33.9508,-83.3689,"75,000",82.7,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
92,Plant Breeding,Cornell University,"The field of plant breeding encourages applications from students interested in crop improvement in the context of global agriculture. Faculty research areas include not only applied breeding of major crops such as cereals, forages, potato, and diverse fruits and vegetables but also molecular genetics and genomics of crop plants. The Plant Breeding program is offered by Cornell University.",agriculture-forestry,19192.0, year,Ithaca,4.0,New York,Tompkins,42.4442,-76.5032,"75,000",82.7,19,4,4.4,52000.0,34000.0,41741.0,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
93,Oceanography,The University of Maine,"The Oceanography program at The University of Maine creates and communicates integrated understanding of oceanographic processes by weaving fundamentals from basic sciences and mathematics into a fully interdisciplinary, marine context.",agriculture-forestry,45591.0, year,Orono,5.0,Minnesota,Hennepin,44.9657,-93.5908,"75,000",82.7,1400,162,4.0,56000.0,35000.0,44186.0,,35320.0,4010.0,9976.0,5356.0,2972.0,Yes
